iid,gender,wave,position,order,pid,age_o,race_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,dec_o,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,like_o,prob_o,met_o,age,field_cd,race,imprace,imprelig,goal,date,go_out,career_c,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy,expnum,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,attr3_1,sinc3_1,fun3_1,intel3_1,amb3_1,dec,attr,sinc,intel,fun,amb,shar,like,prob,met,match_es,satis_2,length,numdat_2
85,False,4,2,8,95.0,26.0,2.0,18.0,18.0,18.0,19.0,13.0,14.0,False,5.0,7.0,6.0,6.0,5.0,6.0,5.0,3.0,True,30.0,11.0,2.0,3.0,5.0,2.0,6.0,4.0,9.0,2.0,3.0,4.0,9.0,8.0,6.0,8.0,4.0,7.0,8.0,4.0,6.0,7.0,5.0,8.0,5.0,3.0,4.0,4.0,20.0,25.0,15.0,15.0,15.0,10.0,7.0,9.0,9.0,8.0,9.0,False,5.0,6.0,7.0,5.0,6.0,2.0,4.0,5.0,2.0,3.0,6.0,1.0,3.0
85,False,4,2,14,96.0,26.0,3.0,10.0,20.0,20.0,22.0,6.0,22.0,True,7.0,7.0,7.0,7.0,,,8.0,6.0,True,30.0,11.0,2.0,3.0,5.0,2.0,6.0,4.0,9.0,2.0,3.0,4.0,9.0,8.0,6.0,8.0,4.0,7.0,8.0,4.0,6.0,7.0,5.0,8.0,5.0,3.0,4.0,4.0,20.0,25.0,15.0,15.0,15.0,10.0,7.0,9.0,9.0,8.0,9.0,False,5.0,5.0,6.0,6.0,6.0,2.0,3.0,3.0,2.0,3.0,6.0,1.0,3.0
85,False,4,2,2,97.0,29.0,2.0,50.0,7.0,20.0,23.0,0.0,0.0,False,6.0,6.0,6.0,5.0,7.0,4.0,5.0,7.0,True,30.0,11.0,2.0,3.0,5.0,2.0,6.0,4.0,9.0,2.0,3.0,4.0,9.0,8.0,6.0,8.0,4.0,7.0,8.0,4.0,6.0,7.0,5.0,8.0,5.0,3.0,4.0,4.0,20.0,25.0,15.0,15.0,15.0,10.0,7.0,9.0,9.0,8.0,9.0,True,7.0,8.0,7.0,7.0,5.0,4.0,7.0,7.0,2.0,3.0,6.0,1.0,3.0
85,False,4,2,11,98.0,39.0,2.0,40.0,20.0,15.0,20.0,0.0,5.0,True,10.0,10.0,10.0,,,,10.0,4.0,True,30.0,11.0,2.0,3.0,5.0,2.0,6.0,4.0,9.0,2.0,3.0,4.0,9.0,8.0,6.0,8.0,4.0,7.0,8.0,4.0,6.0,7.0,5.0,8.0,5.0,3.0,4.0,4.0,20.0,25.0,15.0,15.0,15.0,10.0,7.0,9.0,9.0,8.0,9.0,False,8.0,8.0,8.0,1.0,1.0,1.0,3.0,4.0,2.0,3.0,6.0,1.0,3.0
85,False,4,2,17,99.0,28.0,2.0,30.0,30.0,20.0,10.0,10.0,0.0,False,5.0,7.0,9.0,5.0,4.0,9.0,6.0,6.0,True,30.0,11.0,2.0,3.0,5.0,2.0,6.0,4.0,9.0,2.0,3.0,4.0,9.0,8.0,6.0,8.0,4.0,7.0,8.0,4.0,6.0,7.0,5.0,8.0,5.0,3.0,4.0,4.0,20.0,25.0,15.0,15.0,15.0,10.0,7.0,9.0,9.0,8.0,9.0,True,8.0,7.0,7.0,6.0,6.0,5.0,7.0,6.0,2.0,3.0,6.0,1.0,3.0
85,False,4,2,12,100.0,30.0,6.0,20.0,25.0,25.0,15.0,5.0,10.0,False,7.0,9.0,9.0,9.0,7.0,9.0,8.0,8.0,True,30.0,11.0,2.0,3.0,5.0,2.0,6.0,4.0,9.0,2.0,3.0,4.0,9.0,8.0,6.0,8.0,4.0,7.0,8.0,4.0,6.0,7.0,5.0,8.0,5.0,3.0,4.0,4.0,20.0,25.0,15.0,15.0,15.0,10.0,7.0,9.0,9.0,8.0,9.0,False,5.0,8.0,8.0,5.0,8.0,3.0,7.0,6.0,2.0,3.0,6.0,1.0,3.0
85,False,4,2,15,101.0,22.0,4.0,40.0,8.0,10.0,12.0,10.0,20.0,True,7.0,7.0,7.0,8.0,,7.0,7.0,6.0,True,30.0,11.0,2.0,3.0,5.0,2.0,6.0,4.0,9.0,2.0,3.0,4.0,9.0,8.0,6.0,8.0,4.0,7.0,8.0,4.0,6.0,7.0,5.0,8.0,5.0,3.0,4.0,4.0,20.0,25.0,15.0,15.0,15.0,10.0,7.0,9.0,9.0,8.0,9.0,False,4.0,7.0,9.0,4.0,8.0,3.0,3.0,4.0,2.0,3.0,6.0,1.0,3.0
85,False,4,2,1,102.0,32.0,2.0,30.0,10.0,30.0,20.0,10.0,0.0,False,5.0,6.0,7.0,2.0,7.0,3.0,4.0,6.0,True,30.0,11.0,2.0,3.0,5.0,2.0,6.0,4.0,9.0,2.0,3.0,4.0,9.0,8.0,6.0,8.0,4.0,7.0,8.0,4.0,6.0,7.0,5.0,8.0,5.0,3.0,4.0,4.0,20.0,25.0,15.0,15.0,15.0,10.0,7.0,9.0,9.0,8.0,9.0,False,5.0,8.0,8.0,6.0,5.0,3.0,5.0,5.0,2.0,3.0,6.0,1.0,3.0
85,False,4,2,16,103.0,26.0,2.0,40.0,5.0,20.0,10.0,10.0,15.0,False,6.0,7.0,8.0,8.0,7.0,7.0,7.0,5.0,True,30.0,11.0,2.0,3.0,5.0,2.0,6.0,4.0,9.0,2.0,3.0,4.0,9.0,8.0,6.0,8.0,4.0,7.0,8.0,4.0,6.0,7.0,5.0,8.0,5.0,3.0,4.0,4.0,20.0,25.0,15.0,15.0,15.0,10.0,7.0,9.0,9.0,8.0,9.0,False,8.0,7.0,7.0,6.0,6.0,3.0,6.0,6.0,2.0,3.0,6.0,1.0,3.0
85,False,4,2,7,104.0,27.0,2.0,20.0,15.0,25.0,15.0,20.0,5.0,False,6.0,8.0,6.0,6.0,5.0,5.0,6.0,2.0,True,30.0,11.0,2.0,3.0,5.0,2.0,6.0,4.0,9.0,2.0,3.0,4.0,9.0,8.0,6.0,8.0,4.0,7.0,8.0,4.0,6.0,7.0,5.0,8.0,5.0,3.0,4.0,4.0,20.0,25.0,15.0,15.0,15.0,10.0,7.0,9.0,9.0,8.0,9.0,True,7.0,7.0,8.0,7.0,9.0,5.0,7.0,5.0,2.0,3.0,6.0,1.0,3.0
85,False,4,2,10,105.0,25.0,1.0,30.0,15.0,20.0,20.0,0.0,5.0,True,7.0,7.0,8.0,7.0,6.0,7.0,6.0,4.0,True,30.0,11.0,2.0,3.0,5.0,2.0,6.0,4.0,9.0,2.0,3.0,4.0,9.0,8.0,6.0,8.0,4.0,7.0,8.0,4.0,6.0,7.0,5.0,8.0,5.0,3.0,4.0,4.0,20.0,25.0,15.0,15.0,15.0,10.0,7.0,9.0,9.0,8.0,9.0,False,8.0,8.0,8.0,6.0,6.0,2.0,6.0,4.0,2.0,3.0,6.0,1.0,3.0
85,False,4,2,18,106.0,22.0,3.0,10.0,20.0,35.0,10.0,5.0,20.0,False,6.0,10.0,6.0,3.0,6.0,,4.0,5.0,True,30.0,11.0,2.0,3.0,5.0,2.0,6.0,4.0,9.0,2.0,3.0,4.0,9.0,8.0,6.0,8.0,4.0,7.0,8.0,4.0,6.0,7.0,5.0,8.0,5.0,3.0,4.0,4.0,20.0,25.0,15.0,15.0,15.0,10.0,7.0,9.0,9.0,8.0,9.0,False,6.0,8.0,7.0,6.0,8.0,2.0,6.0,5.0,2.0,3.0,6.0,1.0,3.0
85,False,4,2,9,107.0,21.0,2.0,19.0,24.0,21.0,23.0,5.0,8.0,True,8.0,8.0,7.0,8.0,6.0,8.0,7.0,6.0,True,30.0,11.0,2.0,3.0,5.0,2.0,6.0,4.0,9.0,2.0,3.0,4.0,9.0,8.0,6.0,8.0,4.0,7.0,8.0,4.0,6.0,7.0,5.0,8.0,5.0,3.0,4.0,4.0,20.0,25.0,15.0,15.0,15.0,10.0,7.0,9.0,9.0,8.0,9.0,True,7.0,6.0,6.0,5.0,6.0,5.0,6.0,6.0,2.0,3.0,6.0,1.0,3.0
85,False,4,2,13,108.0,24.0,2.0,10.0,20.0,35.0,20.0,0.0,15.0,False,7.0,7.0,6.0,5.0,4.0,3.0,5.0,3.0,True,30.0,11.0,2.0,3.0,5.0,2.0,6.0,4.0,9.0,2.0,3.0,4.0,9.0,8.0,6.0,8.0,4.0,7.0,8.0,4.0,6.0,7.0,5.0,8.0,5.0,3.0,4.0,4.0,20.0,25.0,15.0,15.0,15.0,10.0,7.0,9.0,9.0,8.0,9.0,False,6.0,6.0,6.0,4.0,6.0,1.0,5.0,5.0,2.0,3.0,6.0,1.0,3.0
85,False,4,2,5,109.0,25.0,4.0,15.0,10.0,30.0,10.0,5.0,30.0,True,7.0,10.0,8.0,8.0,7.0,4.0,7.0,5.0,True,30.0,11.0,2.0,3.0,5.0,2.0,6.0,4.0,9.0,2.0,3.0,4.0,9.0,8.0,6.0,8.0,4.0,7.0,8.0,4.0,6.0,7.0,5.0,8.0,5.0,3.0,4.0,4.0,20.0,25.0,15.0,15.0,15.0,10.0,7.0,9.0,9.0,8.0,9.0,False,6.0,8.0,7.0,5.0,6.0,2.0,6.0,6.0,2.0,3.0,6.0,1.0,3.0
85,False,4,2,4,110.0,28.0,2.0,20.0,20.0,15.0,15.0,5.0,25.0,True,6.0,8.0,8.0,8.0,8.0,,6.0,4.0,True,30.0,11.0,2.0,3.0,5.0,2.0,6.0,4.0,9.0,2.0,3.0,4.0,9.0,8.0,6.0,8.0,4.0,7.0,8.0,4.0,6.0,7.0,5.0,8.0,5.0,3.0,4.0,4.0,20.0,25.0,15.0,15.0,15.0,10.0,7.0,9.0,9.0,8.0,9.0,False,5.0,5.0,5.0,7.0,5.0,3.0,5.0,5.0,2.0,3.0,6.0,1.0,3.0
85,False,4,2,3,111.0,27.0,4.0,20.0,20.0,20.0,20.0,10.0,10.0,False,3.0,8.0,7.0,6.0,7.0,6.0,6.0,3.0,True,30.0,11.0,2.0,3.0,5.0,2.0,6.0,4.0,9.0,2.0,3.0,4.0,9.0,8.0,6.0,8.0,4.0,7.0,8.0,4.0,6.0,7.0,5.0,8.0,5.0,3.0,4.0,4.0,20.0,25.0,15.0,15.0,15.0,10.0,7.0,9.0,9.0,8.0,9.0,False,6.0,4.0,6.0,2.0,6.0,1.0,3.0,6.0,2.0,3.0,6.0,1.0,3.0
86,False,4,7,11,94.0,28.0,4.0,20.0,20.0,20.0,10.0,10.0,20.0,True,6.0,8.0,8.0,8.0,6.0,6.0,6.0,7.0,True,22.0,3.0,2.0,1.0,1.0,2.0,7.0,1.0,2.0,2.0,2.0,1.0,4.0,7.0,7.0,2.0,1.0,6.0,4.0,7.0,5.0,10.0,10.0,10.0,2.0,2.0,6.0,10.0,15.0,20.0,20.0,20.0,5.0,20.0,7.0,9.0,9.0,9.0,4.0,False,5.0,7.0,8.0,9.0,5.0,,7.0,5.0,2.0,3.0,3.0,1.0,2.0
86,False,4,7,13,95.0,26.0,2.0,18.0,18.0,18.0,19.0,13.0,14.0,True,8.0,8.0,8.0,9.0,6.0,9.0,9.0,8.0,True,22.0,3.0,2.0,1.0,1.0,2.0,7.0,1.0,2.0,2.0,2.0,1.0,4.0,7.0,7.0,2.0,1.0,6.0,4.0,7.0,5.0,10.0,10.0,10.0,2.0,2.0,6.0,10.0,15.0,20.0,20.0,20.0,5.0,20.0,7.0,9.0,9.0,9.0,4.0,False,6.0,8.0,6.0,7.0,7.0,6.0,6.0,6.0,2.0,3.0,3.0,1.0,2.0
86,False,4,7,1,96.0,26.0,3.0,10.0,20.0,20.0,22.0,6.0,22.0,True,8.0,8.0,9.0,8.0,,8.0,9.0,7.0,True,22.0,3.0,2.0,1.0,1.0,2.0,7.0,1.0,2.0,2.0,2.0,1.0,4.0,7.0,7.0,2.0,1.0,6.0,4.0,7.0,5.0,10.0,10.0,10.0,2.0,2.0,6.0,10.0,15.0,20.0,20.0,20.0,5.0,20.0,7.0,9.0,9.0,9.0,4.0,False,6.0,7.0,7.0,4.0,,,5.0,5.0,2.0,3.0,3.0,1.0,2.0
86,False,4,7,7,97.0,29.0,2.0,50.0,7.0,20.0,23.0,0.0,0.0,True,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,True,22.0,3.0,2.0,1.0,1.0,2.0,7.0,1.0,2.0,2.0,2.0,1.0,4.0,7.0,7.0,2.0,1.0,6.0,4.0,7.0,5.0,10.0,10.0,10.0,2.0,2.0,6.0,10.0,15.0,20.0,20.0,20.0,5.0,20.0,7.0,9.0,9.0,9.0,4.0,True,7.0,7.0,7.0,7.0,7.0,6.0,7.0,5.0,2.0,3.0,3.0,1.0,2.0
86,False,4,7,16,98.0,39.0,2.0,40.0,20.0,15.0,20.0,0.0,5.0,True,10.0,10.0,10.0,10.0,,10.0,10.0,4.0,True,22.0,3.0,2.0,1.0,1.0,2.0,7.0,1.0,2.0,2.0,2.0,1.0,4.0,7.0,7.0,2.0,1.0,6.0,4.0,7.0,5.0,10.0,10.0,10.0,2.0,2.0,6.0,10.0,15.0,20.0,20.0,20.0,5.0,20.0,7.0,9.0,9.0,9.0,4.0,False,7.0,8.0,7.0,5.0,5.0,5.0,6.0,5.0,2.0,3.0,3.0,1.0,2.0
86,False,4,7,4,99.0,28.0,2.0,30.0,30.0,20.0,10.0,10.0,0.0,False,5.0,8.0,7.0,4.0,8.0,5.0,6.0,8.0,True,22.0,3.0,2.0,1.0,1.0,2.0,7.0,1.0,2.0,2.0,2.0,1.0,4.0,7.0,7.0,2.0,1.0,6.0,4.0,7.0,5.0,10.0,10.0,10.0,2.0,2.0,6.0,10.0,15.0,20.0,20.0,20.0,5.0,20.0,7.0,9.0,9.0,9.0,4.0,True,7.0,6.0,6.0,5.0,5.0,5.0,6.0,5.0,2.0,3.0,3.0,1.0,2.0
86,False,4,7,17,100.0,30.0,6.0,20.0,25.0,25.0,15.0,5.0,10.0,True,8.0,10.0,9.0,9.0,7.0,8.0,8.0,3.0,True,22.0,3.0,2.0,1.0,1.0,2.0,7.0,1.0,2.0,2.0,2.0,1.0,4.0,7.0,7.0,2.0,1.0,6.0,4.0,7.0,5.0,10.0,10.0,10.0,2.0,2.0,6.0,10.0,15.0,20.0,20.0,20.0,5.0,20.0,7.0,9.0,9.0,9.0,4.0,True,7.0,6.0,6.0,5.0,5.0,5.0,6.0,5.0,2.0,3.0,3.0,1.0,2.0
86,False,4,7,2,101.0,22.0,4.0,40.0,8.0,10.0,12.0,10.0,20.0,True,9.0,8.0,8.0,9.0,,6.0,9.0,6.0,True,22.0,3.0,2.0,1.0,1.0,2.0,7.0,1.0,2.0,2.0,2.0,1.0,4.0,7.0,7.0,2.0,1.0,6.0,4.0,7.0,5.0,10.0,10.0,10.0,2.0,2.0,6.0,10.0,15.0,20.0,20.0,20.0,5.0,20.0,7.0,9.0,9.0,9.0,4.0,False,6.0,7.0,7.0,5.0,7.0,4.0,6.0,6.0,2.0,3.0,3.0,1.0,2.0
86,False,4,7,6,102.0,32.0,2.0,30.0,10.0,30.0,20.0,10.0,0.0,True,6.0,8.0,8.0,8.0,8.0,5.0,7.0,7.0,True,22.0,3.0,2.0,1.0,1.0,2.0,7.0,1.0,2.0,2.0,2.0,1.0,4.0,7.0,7.0,2.0,1.0,6.0,4.0,7.0,5.0,10.0,10.0,10.0,2.0,2.0,6.0,10.0,15.0,20.0,20.0,20.0,5.0,20.0,7.0,9.0,9.0,9.0,4.0,False,5.0,8.0,6.0,5.0,5.0,4.0,6.0,4.0,2.0,3.0,3.0,1.0,2.0
86,False,4,7,3,103.0,26.0,2.0,40.0,5.0,20.0,10.0,10.0,15.0,False,6.0,7.0,7.0,7.0,7.0,6.0,7.0,5.0,True,22.0,3.0,2.0,1.0,1.0,2.0,7.0,1.0,2.0,2.0,2.0,1.0,4.0,7.0,7.0,2.0,1.0,6.0,4.0,7.0,5.0,10.0,10.0,10.0,2.0,2.0,6.0,10.0,15.0,20.0,20.0,20.0,5.0,20.0,7.0,9.0,9.0,9.0,4.0,False,7.0,6.0,6.0,5.0,5.0,3.0,5.0,4.0,2.0,3.0,3.0,1.0,2.0
86,False,4,7,12,104.0,27.0,2.0,20.0,15.0,25.0,15.0,20.0,5.0,True,7.0,7.0,7.0,8.0,7.0,6.0,7.0,7.0,True,22.0,3.0,2.0,1.0,1.0,2.0,7.0,1.0,2.0,2.0,2.0,1.0,4.0,7.0,7.0,2.0,1.0,6.0,4.0,7.0,5.0,10.0,10.0,10.0,2.0,2.0,6.0,10.0,15.0,20.0,20.0,20.0,5.0,20.0,7.0,9.0,9.0,9.0,4.0,True,9.0,8.0,7.0,8.0,5.0,7.0,8.0,5.0,2.0,3.0,3.0,1.0,2.0
86,False,4,7,15,105.0,25.0,1.0,30.0,15.0,20.0,20.0,0.0,5.0,True,8.0,8.0,8.0,8.0,7.0,6.0,7.0,5.0,True,22.0,3.0,2.0,1.0,1.0,2.0,7.0,1.0,2.0,2.0,2.0,1.0,4.0,7.0,7.0,2.0,1.0,6.0,4.0,7.0,5.0,10.0,10.0,10.0,2.0,2.0,6.0,10.0,15.0,20.0,20.0,20.0,5.0,20.0,7.0,9.0,9.0,9.0,4.0,True,7.0,8.0,8.0,8.0,8.0,6.0,7.0,6.0,2.0,3.0,3.0,1.0,2.0
86,False,4,7,5,106.0,22.0,3.0,10.0,20.0,35.0,10.0,5.0,20.0,False,8.0,6.0,7.0,8.0,9.0,1.0,7.0,6.0,True,22.0,3.0,2.0,1.0,1.0,2.0,7.0,1.0,2.0,2.0,2.0,1.0,4.0,7.0,7.0,2.0,1.0,6.0,4.0,7.0,5.0,10.0,10.0,10.0,2.0,2.0,6.0,10.0,15.0,20.0,20.0,20.0,5.0,20.0,7.0,9.0,9.0,9.0,4.0,True,5.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,2.0,3.0,3.0,1.0,2.0
86,False,4,7,14,107.0,21.0,2.0,19.0,24.0,21.0,23.0,5.0,8.0,True,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,True,22.0,3.0,2.0,1.0,1.0,2.0,7.0,1.0,2.0,2.0,2.0,1.0,4.0,7.0,7.0,2.0,1.0,6.0,4.0,7.0,5.0,10.0,10.0,10.0,2.0,2.0,6.0,10.0,15.0,20.0,20.0,20.0,5.0,20.0,7.0,9.0,9.0,9.0,4.0,True,10.0,7.0,7.0,6.0,6.0,8.0,5.0,2.0,2.0,3.0,3.0,1.0,2.0
86,False,4,7,18,108.0,24.0,2.0,10.0,20.0,35.0,20.0,0.0,15.0,True,8.0,6.0,8.0,7.0,7.0,5.0,8.0,2.0,True,22.0,3.0,2.0,1.0,1.0,2.0,7.0,1.0,2.0,2.0,2.0,1.0,4.0,7.0,7.0,2.0,1.0,6.0,4.0,7.0,5.0,10.0,10.0,10.0,2.0,2.0,6.0,10.0,15.0,20.0,20.0,20.0,5.0,20.0,7.0,9.0,9.0,9.0,4.0,True,10.0,8.0,6.0,7.0,10.0,5.0,9.0,4.0,2.0,3.0,3.0,1.0,2.0
86,False,4,7,10,109.0,25.0,4.0,15.0,10.0,30.0,10.0,5.0,30.0,True,7.0,10.0,8.0,8.0,7.0,8.0,7.0,5.0,True,22.0,3.0,2.0,1.0,1.0,2.0,7.0,1.0,2.0,2.0,2.0,1.0,4.0,7.0,7.0,2.0,1.0,6.0,4.0,7.0,5.0,10.0,10.0,10.0,2.0,2.0,6.0,10.0,15.0,20.0,20.0,20.0,5.0,20.0,7.0,9.0,9.0,9.0,4.0,True,6.0,7.0,7.0,7.0,5.0,7.0,7.0,5.0,2.0,3.0,3.0,1.0,2.0
86,False,4,7,9,110.0,28.0,2.0,20.0,20.0,15.0,15.0,5.0,25.0,True,7.0,8.0,9.0,8.0,7.0,8.0,8.0,6.0,True,22.0,3.0,2.0,1.0,1.0,2.0,7.0,1.0,2.0,2.0,2.0,1.0,4.0,7.0,7.0,2.0,1.0,6.0,4.0,7.0,5.0,10.0,10.0,10.0,2.0,2.0,6.0,10.0,15.0,20.0,20.0,20.0,5.0,20.0,7.0,9.0,9.0,9.0,4.0,True,8.0,7.0,7.0,7.0,7.0,8.0,8.0,6.0,2.0,3.0,3.0,1.0,2.0
86,False,4,7,8,111.0,27.0,4.0,20.0,20.0,20.0,20.0,10.0,10.0,False,5.0,6.0,7.0,4.0,7.0,3.0,4.0,3.0,True,22.0,3.0,2.0,1.0,1.0,2.0,7.0,1.0,2.0,2.0,2.0,1.0,4.0,7.0,7.0,2.0,1.0,6.0,4.0,7.0,5.0,10.0,10.0,10.0,2.0,2.0,6.0,10.0,15.0,20.0,20.0,20.0,5.0,20.0,7.0,9.0,9.0,9.0,4.0,False,4.0,5.0,5.0,5.0,5.0,,5.0,5.0,2.0,3.0,3.0,1.0,2.0
87,False,4,9,13,94.0,28.0,4.0,20.0,20.0,20.0,10.0,10.0,20.0,False,7.0,7.0,7.0,7.0,7.0,5.0,6.0,7.0,True,23.0,11.0,2.0,8.0,10.0,1.0,3.0,2.0,9.0,10.0,5.0,10.0,8.0,7.0,7.0,8.0,4.0,9.0,9.0,6.0,7.0,10.0,9.0,10.0,7.0,9.0,4.0,10.0,15.0,15.0,20.0,15.0,15.0,20.0,9.0,9.0,9.0,9.0,9.0,False,2.0,3.0,2.0,1.0,1.0,1.0,1.0,4.0,2.0,,1.0,3.0,2.0
87,False,4,9,15,95.0,26.0,2.0,18.0,18.0,18.0,19.0,13.0,14.0,False,6.0,7.0,6.0,6.0,6.0,6.0,6.0,4.0,True,23.0,11.0,2.0,8.0,10.0,1.0,3.0,2.0,9.0,10.0,5.0,10.0,8.0,7.0,7.0,8.0,4.0,9.0,9.0,6.0,7.0,10.0,9.0,10.0,7.0,9.0,4.0,10.0,15.0,15.0,20.0,15.0,15.0,20.0,9.0,9.0,9.0,9.0,9.0,False,2.0,2.0,2.0,2.0,2.0,1.0,1.0,5.0,2.0,,1.0,3.0,2.0
87,False,4,9,3,96.0,26.0,3.0,10.0,20.0,20.0,22.0,6.0,22.0,False,7.0,6.0,6.0,7.0,,,7.0,5.0,True,23.0,11.0,2.0,8.0,10.0,1.0,3.0,2.0,9.0,10.0,5.0,10.0,8.0,7.0,7.0,8.0,4.0,9.0,9.0,6.0,7.0,10.0,9.0,10.0,7.0,9.0,4.0,10.0,15.0,15.0,20.0,15.0,15.0,20.0,9.0,9.0,9.0,9.0,9.0,False,3.0,6.0,6.0,5.0,7.0,4.0,1.0,7.0,2.0,,1.0,3.0,2.0
87,False,4,9,9,97.0,29.0,2.0,50.0,7.0,20.0,23.0,0.0,0.0,True,8.0,8.0,7.0,7.0,6.0,5.0,7.0,4.0,True,23.0,11.0,2.0,8.0,10.0,1.0,3.0,2.0,9.0,10.0,5.0,10.0,8.0,7.0,7.0,8.0,4.0,9.0,9.0,6.0,7.0,10.0,9.0,10.0,7.0,9.0,4.0,10.0,15.0,15.0,20.0,15.0,15.0,20.0,9.0,9.0,9.0,9.0,9.0,False,3.0,4.0,6.0,6.0,7.0,3.0,3.0,6.0,2.0,,1.0,3.0,2.0
87,False,4,9,18,98.0,39.0,2.0,40.0,20.0,15.0,20.0,0.0,5.0,True,10.0,10.0,10.0,,,10.0,10.0,3.0,True,23.0,11.0,2.0,8.0,10.0,1.0,3.0,2.0,9.0,10.0,5.0,10.0,8.0,7.0,7.0,8.0,4.0,9.0,9.0,6.0,7.0,10.0,9.0,10.0,7.0,9.0,4.0,10.0,15.0,15.0,20.0,15.0,15.0,20.0,9.0,9.0,9.0,9.0,9.0,False,2.0,8.0,8.0,5.0,9.0,7.0,7.0,4.0,2.0,,1.0,3.0,2.0
87,False,4,9,6,99.0,28.0,2.0,30.0,30.0,20.0,10.0,10.0,0.0,True,8.0,8.0,8.0,8.0,7.0,4.0,8.0,9.0,True,23.0,11.0,2.0,8.0,10.0,1.0,3.0,2.0,9.0,10.0,5.0,10.0,8.0,7.0,7.0,8.0,4.0,9.0,9.0,6.0,7.0,10.0,9.0,10.0,7.0,9.0,4.0,10.0,15.0,15.0,20.0,15.0,15.0,20.0,9.0,9.0,9.0,9.0,9.0,True,8.0,8.0,7.0,7.0,8.0,7.0,6.0,8.0,2.0,,1.0,3.0,2.0
87,False,4,9,1,100.0,30.0,6.0,20.0,25.0,25.0,15.0,5.0,10.0,True,6.0,8.0,8.0,8.0,6.0,4.0,6.0,9.0,True,23.0,11.0,2.0,8.0,10.0,1.0,3.0,2.0,9.0,10.0,5.0,10.0,8.0,7.0,7.0,8.0,4.0,9.0,9.0,6.0,7.0,10.0,9.0,10.0,7.0,9.0,4.0,10.0,15.0,15.0,20.0,15.0,15.0,20.0,9.0,9.0,9.0,9.0,9.0,False,3.0,10.0,9.0,5.0,9.0,5.0,4.0,9.0,2.0,,1.0,3.0,2.0
87,False,4,9,4,101.0,22.0,4.0,40.0,8.0,10.0,12.0,10.0,20.0,False,8.0,6.0,6.0,6.0,,,6.0,3.0,True,23.0,11.0,2.0,8.0,10.0,1.0,3.0,2.0,9.0,10.0,5.0,10.0,8.0,7.0,7.0,8.0,4.0,9.0,9.0,6.0,7.0,10.0,9.0,10.0,7.0,9.0,4.0,10.0,15.0,15.0,20.0,15.0,15.0,20.0,9.0,9.0,9.0,9.0,9.0,False,1.0,3.0,4.0,2.0,4.0,1.0,1.0,7.0,2.0,,1.0,3.0,2.0
87,False,4,9,8,102.0,32.0,2.0,30.0,10.0,30.0,20.0,10.0,0.0,True,8.0,6.0,6.0,7.0,4.0,3.0,7.0,4.0,True,23.0,11.0,2.0,8.0,10.0,1.0,3.0,2.0,9.0,10.0,5.0,10.0,8.0,7.0,7.0,8.0,4.0,9.0,9.0,6.0,7.0,10.0,9.0,10.0,7.0,9.0,4.0,10.0,15.0,15.0,20.0,15.0,15.0,20.0,9.0,9.0,9.0,9.0,9.0,False,2.0,3.0,4.0,5.0,4.0,2.0,1.0,7.0,2.0,,1.0,3.0,2.0
87,False,4,9,5,103.0,26.0,2.0,40.0,5.0,20.0,10.0,10.0,15.0,True,8.0,7.0,7.0,7.0,7.0,8.0,8.0,7.0,True,23.0,11.0,2.0,8.0,10.0,1.0,3.0,2.0,9.0,10.0,5.0,10.0,8.0,7.0,7.0,8.0,4.0,9.0,9.0,6.0,7.0,10.0,9.0,10.0,7.0,9.0,4.0,10.0,15.0,15.0,20.0,15.0,15.0,20.0,9.0,9.0,9.0,9.0,9.0,False,3.0,5.0,6.0,4.0,7.0,1.0,2.0,6.0,2.0,,1.0,3.0,2.0
87,False,4,9,14,104.0,27.0,2.0,20.0,15.0,25.0,15.0,20.0,5.0,False,7.0,6.0,6.0,6.0,6.0,5.0,6.0,4.0,True,23.0,11.0,2.0,8.0,10.0,1.0,3.0,2.0,9.0,10.0,5.0,10.0,8.0,7.0,7.0,8.0,4.0,9.0,9.0,6.0,7.0,10.0,9.0,10.0,7.0,9.0,4.0,10.0,15.0,15.0,20.0,15.0,15.0,20.0,9.0,9.0,9.0,9.0,9.0,False,2.0,3.0,4.0,5.0,5.0,2.0,2.0,5.0,2.0,,1.0,3.0,2.0
87,False,4,9,17,105.0,25.0,1.0,30.0,15.0,20.0,20.0,0.0,5.0,True,8.0,7.0,7.0,6.0,7.0,5.0,7.0,1.0,True,23.0,11.0,2.0,8.0,10.0,1.0,3.0,2.0,9.0,10.0,5.0,10.0,8.0,7.0,7.0,8.0,4.0,9.0,9.0,6.0,7.0,10.0,9.0,10.0,7.0,9.0,4.0,10.0,15.0,15.0,20.0,15.0,15.0,20.0,9.0,9.0,9.0,9.0,9.0,False,1.0,6.0,7.0,7.0,9.0,4.0,2.0,5.0,2.0,,1.0,3.0,2.0
